planet name,is_berger,rocky planet name,rocky period,rocky per err,rocky rad,rocky rad err,rocky planet mass,rocky planet mass err,env planet name,env period,env per err,env rad,env rad err,env planet mass,env planet mass err,env mass flag,planet reference,star mass,star mass err,star age,star age err,star rad,star rad err,star temp,star temp err,star met,star met err,PEprob,CPMLprob,PRVprob,PE min mass,CPML min mass,PRV min mass
Kepler-770,1,Kepler-770 d,4.15244722,1.69E-05,1.602934135,0.090242882,,,Kepler-770 b,18.92540274,5.29E-05,2.70379982,0.133819006,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.030584206,0.070384901,4.465,4.0105,1.055716329,0.047273348,5775.406789,140.1558992,0.09758299,0.138591525,0,0,0,2.815241338,6.357642274,3.696711726
Kepler-783,1,Kepler-783 b,4.29264638,3.43E-05,0.709168801,0.045714467,,,Kepler-783 c,7.05395,8.00E-06,2.32768,0.21593,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.896353313,0.040268024,3.753,4.4345,0.8509951,0.027717496,5384.524452,96.34548045,0.03748748,0.14153924,0,0,0,0.337133668,0.757382652,0.408050585
Kepler-80,1,Kepler-80 d,3.07222,5.00E-05,1.586252328,0.106031812,6.75,0.6,Kepler-80 e,4.64489,0.000195,1.658825995,0.104010195,4.13,0.88,0,<a refstr=SHALLUE__AMP__VANDERBURG_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...94S/abstract target=ref>Shallue &amp; Vanderburg 2018</a>,0.737868735,0.029738896,8.407,9.4955,0.704841092,0.020779194,4557.603951,69.70195639,0.173496032,0.140343414,0.015335,0.057174,0.182154,20,20,20
Kepler-80,1,Kepler-80 d,3.07222,5.00E-05,1.586252328,0.106031812,6.75,0.6,Kepler-80 b,7.05246,0.00021,2.768165804,0.15503963,6.93,0.875,0,<a refstr=SHALLUE__AMP__VANDERBURG_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...94S/abstract target=ref>Shallue &amp; Vanderburg 2018</a>,0.737868735,0.029738896,8.407,9.4955,0.704841092,0.020779194,4557.603951,69.70195639,0.173496032,0.140343414,0.817107,0.168228,0.943376,4.268185254,9.05371621,4.373769166
Kepler-80,1,Kepler-80 d,3.07222,5.00E-05,1.586252328,0.106031812,6.75,0.6,Kepler-80 c,9.52355,0.00035,2.840739472,0.164318104,6.74,1.045,0,<a refstr=SHALLUE__AMP__VANDERBURG_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...94S/abstract target=ref>Shallue &amp; Vanderburg 2018</a>,0.737868735,0.029738896,8.407,9.4955,0.704841092,0.020779194,4557.603951,69.70195639,0.173496032,0.140343414,0.799486,0.203755,0.959515,3.686544199,8.631521605,3.998927225
Kepler-80,1,Kepler-80 f,0.9867873,6.00E-08,1.254487144,0.077334627,,,Kepler-80 e,4.64489,0.000195,1.658825995,0.104010195,4.13,0.88,0,<a refstr=SHALLUE__AMP__VANDERBURG_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...94S/abstract target=ref>Shallue &amp; Vanderburg 2018</a>,0.737868735,0.029738896,8.407,9.4955,0.704841092,0.020779194,4557.603951,69.70195639,0.173496032,0.140343414,0.772623,0.816937,0.997349,0.944586384,1.901835181,1.528189164
Kepler-80,1,Kepler-80 f,0.9867873,6.00E-08,1.254487144,0.077334627,,,Kepler-80 b,7.05246,0.00021,2.768165804,0.15503963,6.93,0.875,0,<a refstr=SHALLUE__AMP__VANDERBURG_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...94S/abstract target=ref>Shallue &amp; Vanderburg 2018</a>,0.737868735,0.029738896,8.407,9.4955,0.704841092,0.020779194,4557.603951,69.70195639,0.173496032,0.140343414,0.8031,0.802248,1,0.990335387,3.052393304,1.367894841
Kepler-80,1,Kepler-80 f,0.9867873,6.00E-08,1.254487144,0.077334627,,,Kepler-80 c,9.52355,0.00035,2.840739472,0.164318104,6.74,1.045,0,<a refstr=SHALLUE__AMP__VANDERBURG_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...94S/abstract target=ref>Shallue &amp; Vanderburg 2018</a>,0.737868735,0.029738896,8.407,9.4955,0.704841092,0.020779194,4557.603951,69.70195639,0.173496032,0.140343414,0.806846,0.806019,1,0.875038316,2.882576481,1.290663715
Kepler-80,1,Kepler-80 g,14.64558,0.00012,1.176283078,0.150134136,,,Kepler-80 e,4.64489,0.000195,1.658825995,0.104010195,4.13,0.88,0,<a refstr=SHALLUE__AMP__VANDERBURG_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...94S/abstract target=ref>Shallue &amp; Vanderburg 2018</a>,0.737868735,0.029738896,8.407,9.4955,0.704841092,0.020779194,4557.603951,69.70195639,0.173496032,0.140343414,0.027174,0.330263,0.715161,20,20,2.864370373
Kepler-80,1,Kepler-80 g,14.64558,0.00012,1.176283078,0.150134136,,,Kepler-80 b,7.05246,0.00021,2.768165804,0.15503963,6.93,0.875,0,<a refstr=SHALLUE__AMP__VANDERBURG_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...94S/abstract target=ref>Shallue &amp; Vanderburg 2018</a>,0.737868735,0.029738896,8.407,9.4955,0.704841092,0.020779194,4557.603951,69.70195639,0.173496032,0.140343414,0.643622,0.447225,0.99214,5.619121578,7.346328265,2.517688046
Kepler-80,1,Kepler-80 g,14.64558,0.00012,1.176283078,0.150134136,,,Kepler-80 c,9.52355,0.00035,2.840739472,0.164318104,6.74,1.045,0,<a refstr=SHALLUE__AMP__VANDERBURG_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...94S/abstract target=ref>Shallue &amp; Vanderburg 2018</a>,0.737868735,0.029738896,8.407,9.4955,0.704841092,0.020779194,4557.603951,69.70195639,0.173496032,0.140343414,0.711583,0.474534,0.990396,4.728463468,6.898623604,2.172905951
Kepler-804,1,Kepler-804 c,9.65185017,5.01E-05,1.157522626,0.137329245,,,Kepler-804 b,14.37457351,3.24E-05,1.874454186,0.086624456,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.989744402,0.068684292,4.454,4.076,1.017456797,0.042027762,5874.871633,142.1288517,-0.105617152,0.134267516,0,0,0,1.493437978,2.452351521,1.728258655
Kepler-81,1,Kepler-81 d,20.837846,0.000181,1.347475402,0.309930625,,,Kepler-81 c,12.04,1.30E-05,2.639270049,0.437554432,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.637671657,0.029437699,6.873,8.261,0.656884407,0.015075649,4208.084656,64.86379487,-0.025492759,0.125204384,0,0,0,8.118301999,9.596671963,4.058937235
Kepler-81,1,Kepler-81 d,20.837846,0.000181,1.347475402,0.309930625,,,Kepler-81 b,5.955,4.00E-06,2.694950805,0.44908718,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.637671657,0.029437699,6.873,8.261,0.656884407,0.015075649,4208.084656,64.86379487,-0.025492759,0.125204384,0,0,0,17.04730771,12.97858447,4.956499447
Kepler-82,1,Kepler-82 d,2.382961,5.00E-06,1.664057385,0.359836291,,,Kepler-82 b,26.44,0.48,4.008136176,0.151909681,12.15,0.915,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.930020347,0.049561373,3.777,4.3305,0.883536193,0.031963099,5490.711269,109.603586,0.032581171,0.140124928,0.802563,0.567315,0.956002,3.713126196,10.2151459,3.099525821
Kepler-82,1,Kepler-82 d,2.382961,5.00E-06,1.664057385,0.359836291,,,Kepler-82 e,5.902206,1.20E-05,2.322159133,0.497668664,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.930020347,0.049561373,3.777,4.3305,0.883536193,0.031963099,5490.711269,109.603586,0.032581171,0.140124928,0,0,0,6.323443825,10.17790947,5.521188263
Kepler-864,1,Kepler-864 c,2.42150341,1.60E-05,1.662147275,0.14021538,,,Kepler-864 b,5.83376092,1.89E-05,2.900030787,0.219758134,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,1.09154788,0.071609107,5.193,3.329,1.230891164,0.087645422,5861.14671,171.58619,0.145634897,0.14000517,0,0,0,4.754970626,9.20953501,5.212321202
Kepler-865,1,Kepler-865 c,6.20920207,4.79E-05,0.833693896,0.053542951,,,Kepler-865 b,14.16399294,2.46E-05,2.267030519,0.078493217,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.895481758,0.031933054,2.554,3.211,0.831690819,0.0252679,5581.683552,105.0262664,-0.164278928,0.13140426,0,0,0,0.345862884,0.989362818,0.618035803
Kepler-880,1,Kepler-880 c,11.8061737,0.0001518,1.615106958,0.22556442,,,Kepler-880 b,7.71468975,1.92E-05,2.167853751,0.100410267,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,1.348202152,0.07430549,1.141,0.709,1.464606406,0.062240329,6971.790269,180.5372701,-0.135987063,0.135629128,0,0,0,20,9.645191067,7.597706115
KOI-351,1,Kepler-90 i,14.44912,0.0002,1.194409211,0.120315993,,,KOI-351 e,91.93913,0.00073,2.593209304,0.106704552,,,,<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>,1.174346637,0.039412549,1.581,1.568,1.17114948,0.03860298,6218.102212,128.5763639,0.011013393,0.13310536,0,0,0,0.876786877,2.211314822,1.21319776
KOI-351,1,Kepler-90 i,14.44912,0.0002,1.194409211,0.120315993,,,KOI-351 d,59.73667,0.00038,2.797600185,0.112173825,,,,<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>,1.174346637,0.039412549,1.581,1.568,1.17114948,0.03860298,6218.102212,128.5763639,0.011013393,0.13310536,0,0,0,1.227553146,2.746260138,1
Kepler-913,1,Kepler-913 c,5.93911982,3.00E-05,1.62774,0.09607,,,Kepler-913 b,10.29672521,3.43E-05,2.696451491,0.131007898,,,,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,0.832188225,0.04175502,5.061,5.766,0.791320439,0.031234564,5371.783983,114.7521641,-0.199687182,0.13406844,0,0,0,5.859533251,9.842833599,5.481240761
Kepler-969,1,Kepler-969 c,1.6829346,2.93E-06,0.977714795,0.042662817,,,Kepler-969 b,34.1731714,7.36E-05,1.975525604,0.075612724,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.836897697,0.041436542,5.354,6.035,0.801037591,0.026400816,5142.704291,88.12266337,0.053076969,0.139766066,0,0,0,0.119188649,0.631164166,0.67850612
Kepler-990,1,Kepler-990 c,0.53835431,6.70E-07,1.314985934,0.071413285,,,Kepler-990 b,9.91723428,2.47E-05,2.260799482,0.160064932,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.894063493,0.070590625,8.235,6.749,0.932380923,0.045949896,5535.525924,142.9757731,-0.068276267,0.133908355,0,0,0,0.367597893,1.6417535,1.250531751
Kepler-324,1,KOI-1831 d,34.169,5.13E-05,1.140079736,0.069026264,2.23,0.67,Kepler-324 e,13.97939968,3.90E-05,1.9939,0.248516,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.877694669,0.040518035,4.872,5.4905,0.837213708,0.028108594,5251.097542,91.68741074,0.098509847,0.139388621,0,0,0,5.008029414,4.250446692,2.294825963
Kepler-324,1,KOI-1831 d,34.169,5.13E-05,1.140079736,0.069026264,2.23,0.67,Kepler-324 c,51.805612,0.000314,3.140263832,0.433387242,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.877694669,0.040518035,4.872,5.4905,0.837213708,0.028108594,5251.097542,91.68741074,0.098509847,0.139388621,0,0,0,3.207079385,4.928270489,1
KOI-351,1,KOI-351 b,7.008151,1.90E-05,1.277443007,0.076502393,,,KOI-351 e,91.93913,0.00073,2.593209304,0.106704552,,,,<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>,1.174346637,0.039412549,1.581,1.568,1.17114948,0.03860298,6218.102212,128.5763639,0.011013393,0.13310536,0,0,0,0.623417422,1.928381906,1.283253405
KOI-351,1,KOI-351 b,7.008151,1.90E-05,1.277443007,0.076502393,,,KOI-351 d,59.73667,0.00038,2.797600185,0.112173825,,,,<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>,1.174346637,0.039412549,1.581,1.568,1.17114948,0.03860298,6218.102212,128.5763639,0.011013393,0.13310536,0,0,0,0.880213373,2.413711338,1.162969359
KOI-351,1,KOI-351 c,8.719375,2.70E-05,1.162473136,0.054192864,,,KOI-351 e,91.93913,0.00073,2.593209304,0.106704552,,,,<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>,1.174346637,0.039412549,1.581,1.568,1.17114948,0.03860298,6218.102212,128.5763639,0.011013393,0.13310536,0,0,0,0.552795944,1.584618739,1.026033252
KOI-351,1,KOI-351 c,8.719375,2.70E-05,1.162473136,0.054192864,,,KOI-351 d,59.73667,0.00038,2.797600185,0.112173825,,,,<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>,1.174346637,0.039412549,1.581,1.568,1.17114948,0.03860298,6218.102212,128.5763639,0.011013393,0.13310536,0,0,0,0.768064455,1.962902381,1
L 98-59,1,L 98-59 b,2.2531136,1.35E-06,0.824650229,0.045330093,0.4,0.155,L 98-59 c,3.6906745,2.50E-06,1.280308875,0.071104046,2.42,0.345,0,<a refstr=DEMANGEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..41D/abstract target=ref>Demangeon et al. 2021</a>,0.278946577,0.010286497,13.791,10.006,0.300968432,0.014398716,3386.785598,51.71852892,-0.303249442,0.14630701,0.703913,0.918802,1,0.54797101,0.725474253,0.620626427
L 98-59,1,L 98-59 b,2.2531136,1.35E-06,0.824650229,0.045330093,0.4,0.155,L 98-59 d,7.450729,6.00E-06,1.519956433,0.084315106,2.31,0.455,0,<a refstr=DEMANGEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..41D/abstract target=ref>Demangeon et al. 2021</a>,0.278946577,0.010286497,13.791,10.006,0.300968432,0.014398716,3386.785598,51.71852892,-0.303249442,0.14630701,0.911825,0.911421,0.9999,0.243233021,0.677944859,0.61058028
LP 791-18,1,LP 791-18 b,0.9479981,2.10E-06,1.114173738,0.056352056,,,LP 791-18 c,4.9899093,7.30E-06,2.239489213,0.093682732,7.1,0.7,0,<a refstr=PETERSON_ET_AL__2023 href=https://www.nature.com/articles/s41586-023-05934-8 target=ref>Peterson et al. 2023</a>,0.138997417,0.005076763,13.786,9.8385,0.167453365,0.006878531,2953.761393,37.68670384,0.097980104,0.207332271,0.924086,0.923885,1,0.655632436,2.255319995,1.016213125
LP 791-18,1,LP 791-18 d,2.753436,1.30E-05,0.948326237,0.042281142,0.9,0.45,LP 791-18 c,4.9899093,7.30E-06,2.239489213,0.093682732,7.1,0.7,0,<a refstr=PETERSON_ET_AL__2023 href=https://www.nature.com/articles/s41586-023-05934-8 target=ref>Peterson et al. 2023</a>,0.138997417,0.005076763,13.786,9.8385,0.167453365,0.006878531,2953.761393,37.68670384,0.097980104,0.207332271,0.916598,0.916846,1,0.875532039,2.168987928,0.834586085
LTT 3780,1,LTT 3780 b,0.76837883,5.20E-07,1.310160897,0.070209158,2.47,0.24,LTT 3780 c,12.252196,3.50E-05,2.314479818,0.146237769,7.02,0.68,0,<a refstr=LUQUE__AMP__PALL_EACUTE__2022 href=https://ui.adsabs.harvard.edu/abs/2022Sci...377.1211L/abstract target=ref>Luque &amp; Pall&eacute; 2022</a>,0.358318179,0.010682589,14.355,9.835,0.378910088,0.015473191,3369.658747,21.70527539,0.041410031,0.128408135,0.926182,0.926279,1,0.676765671,2.439736491,1.239812956
TOI-1468,1,TOI-1468 b,1.8805136,2.50E-06,1.317951424,0.080183576,3.21,0.24,TOI-1468 c,15.532482,3.35E-05,2.125196663,0.121177352,6.64,0.675,0,<a refstr=CHATURVEDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.155C/abstract target=ref>Chaturvedi et al. 2022</a>,0.329203772,0.015660697,14.89,9.648,0.350001424,0.015382976,3412.075032,42.08445905,-0.207999602,0.150001907,0.929046,0.928822,1,0.93384589,2.829090296,1.495768133
TOI-1749,1,TOI-1749 b,2.38839,0.000485,1.268896697,0.181422243,57,,TOI-1749 c,4.4929,0.00325,1.930691957,0.117004816,14,,1,<a refstr=FUKUI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..167F/abstract target=ref>Fukui et al. 2021</a>,0.499210625,0.0155448,13.489,9.6285,0.501428574,0.028183052,4007.889512,113.2099934,-0.606964958,0.168039331,0,0,0,1.811501437,3.40304173,2.093242252
TOI-1749,1,TOI-1749 b,2.38839,0.000485,1.268896697,0.181422243,57,,TOI-1749 d,9.0497,0.00405,2.302609954,0.140501922,15,,1,<a refstr=FUKUI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..167F/abstract target=ref>Fukui et al. 2021</a>,0.499210625,0.0155448,13.489,9.6285,0.501428574,0.028183052,4007.889512,113.2099934,-0.606964958,0.168039331,0,0,0,1.400889221,3.454707018,1.715068387
TOI-2096,1,TOI-2096 b,3.1190633,9.65E-06,1.272557586,0.070671497,,,TOI-2096 c,6.38784,1.20E-05,1.960001065,0.08807355,,,,<a refstr=POZUELOS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230308174P/abstract target=ref>Pozuelos et al. 2023</a>,0.218254945,0.010123495,13.627,9.938,0.240550632,0.01015509,3216.219246,31.69488223,-0.055392198,0.147845579,0,0,0,1.578188133,3.463446276,2.040974654
TOI-270,1,TOI-270 b,3.3601538,4.80E-06,1.11330208,0.045201843,1.58,0.26,TOI-270 d,11.379573,1.30E-05,1.968485836,0.070115451,4.78,0.43,0,<a refstr=VAN_EYLEN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2154V/abstract target=ref>Van Eylen et al. 2021</a>,0.338590438,0.009904973,14.74,9.7515,0.349543287,0.011540787,3532.377983,41.97547309,-0.456802358,0.099923589,0.918898,0.918735,1,0.911949701,2.141627323,1.158969217
TOI-270,1,TOI-270 b,3.3601538,4.80E-06,1.11330208,0.045201843,1.58,0.26,TOI-270 c,5.6605731,3.10E-06,2.173607931,0.076701182,6.15,0.37,0,<a refstr=VAN_EYLEN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2154V/abstract target=ref>Van Eylen et al. 2021</a>,0.338590438,0.009904973,14.74,9.7515,0.349543287,0.011540787,3532.377983,41.97547309,-0.456802358,0.099923589,0.934016,0.93442,1,1.548960303,2.975605581,1.380983231
HD 22946,1,TOI-411 b,4.040295,1.45E-05,1.350019989,0.061402663,13.71,,TOI-411 c,9.573083,1.40E-05,2.306736567,0.088391914,9.72,,1,<a refstr=GARAI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...674A..44G/abstract target=ref>Garai et al. 2023</a>,1.074553636,0.060788191,2.66,2.487,1.10606566,0.03951385,6152.218108,139.941841,-0.142415599,0.134689801,0,0,0,1.82992798,3.683412886,2.440839785
HD 22946,1,TOI-411 b,4.040295,1.45E-05,1.350019989,0.061402663,13.71,,HD 22946 d,47.42489,0.000105,2.583014116,0.10737047,26.57,,1,<a refstr=GARAI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...674A..44G/abstract target=ref>Garai et al. 2023</a>,1.074553636,0.060788191,2.66,2.487,1.10606566,0.03951385,6152.218108,139.941841,-0.142415599,0.134689801,0,0,0,0.83360378,2.461290568,1.54665984
TOI-431,1,TOI-431 b,0.490047,8.50E-06,1.314462879,0.068252354,3.07,0.35,TOI-431 d,12.46103,2.00E-05,3.378580375,0.167840483,9.9,1.51,0,<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2782O/abstract target=ref>Osborn et al. 2021</a>,0.775074859,0.039778384,9.564,8.861,0.749484543,0.023329878,4783.796858,71.26620395,0.13410768,0.139414567,0.8802,0.879986,1,0.650769571,2.724021455,1.119257504
TOI-700,1,TOI-700 b,9.977219,3.95E-05,0.882743265,0.051400533,,,TOI-700 c,16.051137,2.00E-05,2.502508504,0.125869741,,,,<a refstr=GILBERT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230103617G/abstract target=ref>Gilbert et al. 2023</a>,0.397114161,0.014802033,14.001,9.841,0.4060672,0.016628859,3514.923257,42.47758172,-0.253699218,0.150385728,0,0,0,1.162219544,2.198499943,0.677406509
TOI-700,1,TOI-700 d,37.42396,0.00037,1.035994228,0.054852434,,,TOI-700 c,16.051137,2.00E-05,2.502508504,0.125869741,,,,<a refstr=GILBERT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230103617G/abstract target=ref>Gilbert et al. 2023</a>,0.397114161,0.014802033,14.001,9.841,0.4060672,0.016628859,3514.923257,42.47758172,-0.253699218,0.150385728,0,0,0,3.992219753,5.016035222,1.601846788
TOI-700,1,TOI-700 e,27.80978,0.00043,0.921277467,0.07833622,,,TOI-700 c,16.051137,2.00E-05,2.502508504,0.125869741,,,,<a refstr=GILBERT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230103617G/abstract target=ref>Gilbert et al. 2023</a>,0.397114161,0.014802033,14.001,9.841,0.4060672,0.016628859,3514.923257,42.47758172,-0.253699218,0.150385728,0,0,0,2.454936039,3.450093811,0.96143598
