planet name,is_berger,rocky planet name,rocky period,rocky per err,rocky rad,rocky rad err,rocky planet mass,rocky planet mass err,env planet name,env period,env per err,env rad,env rad err,env planet mass,env planet mass err,env mass flag,planet reference,star mass,star mass err,star age,star age err,star rad,star rad err,star temp,star temp err,star met,star met err,PEprob,CPMLprob,PRVprob,PE min mass,CPML min mass,PRV min mass
Kepler-169,1,Kepler-169 c,6.195469,2.90E-05,1.207464937,0.119516757,,,Kepler-169 e,13.767102,3.40E-05,2.195390848,0.331511919,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.775701588,0.040121914,8.758,8.347,0.758235684,0.025122692,4878.03962,79.71954196,0.072863539,0.140198454,0,0,0,1.523332278,3.19146518,1.699242365
Kepler-169,1,Kepler-169 c,6.195469,2.90E-05,1.207464937,0.119516757,,,Kepler-169 f,87.090195,0.000406,2.574594719,0.305492607,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.775701588,0.040121914,8.758,8.347,0.758235684,0.025122692,4878.03962,79.71954196,0.072863539,0.140198454,0,0,0,0.636937069,2.280706223,1
Kepler-169,1,Kepler-169 d,8.348125,4.10E-05,1.247381169,0.128486621,,,Kepler-169 e,13.767102,3.40E-05,2.195390848,0.331511919,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.775701588,0.040121914,8.758,8.347,0.758235684,0.025122692,4878.03962,79.71954196,0.072863539,0.140198454,0,0,0,2.133511183,3.876343325,2.051044105
Kepler-169,1,Kepler-169 d,8.348125,4.10E-05,1.247381169,0.128486621,,,Kepler-169 f,87.090195,0.000406,2.574594719,0.305492607,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.775701588,0.040121914,8.758,8.347,0.758235684,0.025122692,4878.03962,79.71954196,0.072863539,0.140198454,0,0,0,0.854294873,2.829471726,1.081486081
Kepler-174,1,Kepler-174 c,44.000529,0.000265,1.640249255,0.141851189,,,Kepler-174 b,13.98179,2.40E-05,2.157643261,0.180267103,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.677888757,0.038398602,10.362,9.161,0.682364971,0.026333053,4754.230031,189.4095138,-0.368404915,0.120611947,0,0,0,20,16.497657,10.12947879
Kepler-1814,1,Kepler-1814 c,0.62628177,1.04E-06,1.597162707,0.360979711,,,Kepler-1814 b,2.93535996,2.00E-06,2.8628,0.275507,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.776560481,0.040238003,8.63,8.407,0.747837554,0.024131955,4801.751959,75.21310891,0.120404815,0.139724399,0,0,0,3.102859708,8.35455288,3.298047722
Kepler-187,1,Kepler-187 b,4.938864,5.80E-05,1.523510484,0.427922504,,,Kepler-187 c,10.640263,4.80E-05,2.884945391,0.80255769,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,1.443442443,0.050700609,0.394,0.3965,1.393533832,0.06075379,7433.528492,241.1560106,-0.170642616,0.122316089,0,0,0,4.391684401,7.718114047,4.016704428
Kepler-192,1,Kepler-192 d,6.47027579,4.32E-05,1.028004312,0.055346489,,,Kepler-192 b,9.926746,1.80E-05,2.55992934,0.590679271,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.978132852,0.049237996,3.705,4.0905,0.943409499,0.032309725,5561.473666,105.1162665,0.150278879,0.134211403,0,0,0,1.476513402,2.406204749,1.14967983
Kepler-192,1,Kepler-192 d,6.47027579,4.32E-05,1.028004312,0.055346489,,,Kepler-192 c,21.2234,7.60E-05,2.606643338,0.643824925,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.978132852,0.049237996,3.705,4.0905,0.943409499,0.032309725,5561.473666,105.1162665,0.150278879,0.134211403,0,0,0,1.056496948,2.004139873,0.971954927
Kepler-1921,1,Kepler-1921 c,3.15722086,1.95E-05,1.225798442,0.090596448,,,Kepler-1921 b,20.03479958,0.000182,1.94664,0.13671,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,1.495645275,0.052665941,1.395,0.5035,1.742328928,0.105185446,7063.988094,278.1585544,-0.050291687,0.150640421,0,0,0,0.778942348,1.703840705,1.444866003
Kepler-198,1,Kepler-198 d,1.31184443,1.33E-06,1.441076883,0.056611083,,,Kepler-198 c,49.567416,0.00022,2.349368532,0.503088956,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.931175596,0.051247816,4.134,4.543,0.893888838,0.03139787,5550.000217,110.2619868,-0.014335209,0.13413145,0,0,0,0.501929646,1.98928146,1.315703118
Kepler-198,1,Kepler-198 d,1.31184443,1.33E-06,1.441076883,0.056611083,,,Kepler-198 b,17.790037,3.50E-05,2.682275038,0.572762977,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.931175596,0.051247816,4.134,4.543,0.893888838,0.03139787,5550.000217,110.2619868,-0.014335209,0.13413145,0,0,0,1.080606951,3.196377978,1.799323821
Kepler-1987,1,Kepler-1987 b,2.345863,9.55E-06,1.249618617,0.074754982,,,Kepler-1987 e,8.74292005,3.31E-05,1.954715127,0.095868239,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.776967228,0.031415907,5.653,6.6745,0.728778819,0.025355883,4976.492169,93.67891492,-0.113908502,0.140570779,0,0,0,0.953219136,2.371819879,1.65661136
Kepler-1987,1,Kepler-1987 b,2.345863,9.55E-06,1.249618617,0.074754982,,,Kepler-1987 d,5.64491415,8.78E-06,2.711481618,0.325957465,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.776967228,0.031415907,5.653,6.6745,0.728778819,0.025355883,4976.492169,93.67891492,-0.113908502,0.140570779,0,0,0,1.850147952,4.183758123,1.860149417
Kepler-1987,1,Kepler-1987 c,3.64830183,1.62E-05,1.352163657,0.079744154,,,Kepler-1987 e,8.74292005,3.31E-05,1.954715127,0.095868239,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.776967228,0.031415907,5.653,6.6745,0.728778819,0.025355883,4976.492169,93.67891492,-0.113908502,0.140570779,0,0,0,1.720443354,3.486098892,2.43558325
Kepler-1987,1,Kepler-1987 c,3.64830183,1.62E-05,1.352163657,0.079744154,,,Kepler-1987 d,5.64491415,8.78E-06,2.711481618,0.325957465,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.776967228,0.031415907,5.653,6.6745,0.728778819,0.025355883,4976.492169,93.67891492,-0.113908502,0.140570779,0,0,0,3.129337693,6.020848885,2.82443196
Kepler-1990,1,Kepler-1990 c,4.06844957,1.21E-05,0.997920189,0.124759899,,,Kepler-1990 b,1.73513619,2.80E-07,3.317698986,0.084500661,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,1.136222166,0.031284757,0.989,1.2075,1.087853992,0.027311063,6140.708862,111.1227076,0.011337582,0.131166085,0,0,0,2.881586159,3.836817545,1.214983272
Kepler-1991,1,Kepler-1991 b,13.26079792,9.80E-05,1.303522799,0.078576952,,,Kepler-1991 c,22.79020351,6.88E-05,2.281164899,0.107771746,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.950879671,0.061563333,4.695,4.835,0.93656679,0.037498796,5582.267619,121.1467636,0.044486812,0.138423882,0,0,0,2.470782871,4.162824309,2.408573359
Kepler-20,1,Kepler-20 b,3.6961049,1.60E-06,1.718847304,0.076930667,9.7,1.3,Kepler-20 d,77.611455,9.60E-05,2.526404999,0.106196437,13.4,3.65,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,0.917206444,0.049526013,4.907,5.296,0.891698107,0.032607168,5413.356974,105.6981642,0.106854981,0.136543811,0.835637,0.828392,0.997694,1.4232654,4.831390613,2.911516217
Kepler-20,1,Kepler-20 b,3.6961049,1.60E-06,1.718847304,0.076930667,9.7,1.3,Kepler-20 c,10.8540774,2.10E-06,2.805608551,0.112134697,11.1,2.1,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,0.917206444,0.049526013,4.907,5.296,0.891698107,0.032607168,5413.356974,105.6981642,0.106854981,0.136543811,0.831064,0.605019,0.990436,5.037685269,9.898558722,5.563465124
Kepler-20,1,Kepler-20 e,6.0984882,9.90E-06,0.795924182,0.037105658,0.76,,Kepler-20 d,77.611455,9.60E-05,2.526404999,0.106196437,13.4,3.65,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,0.917206444,0.049526013,4.907,5.296,0.891698107,0.032607168,5413.356974,105.6981642,0.106854981,0.136543811,0.046849,0.827742,0.999795,20,0.543711565,0.459332626
Kepler-20,1,Kepler-20 e,6.0984882,9.90E-06,0.795924182,0.037105658,0.76,,Kepler-20 c,10.8540774,2.10E-06,2.805608551,0.112134697,11.1,2.1,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,0.917206444,0.049526013,4.907,5.296,0.891698107,0.032607168,5413.356974,105.6981642,0.106854981,0.136543811,0.834373,0.832559,1,0.614380131,1.168015034,0.561092677
Kepler-20,1,Kepler-20 f,19.578328,4.80E-05,0.922923122,0.073882355,1.4,,Kepler-20 d,77.611455,9.60E-05,2.526404999,0.106196437,13.4,3.65,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,0.917206444,0.049526013,4.907,5.296,0.891698107,0.032607168,5413.356974,105.6981642,0.106854981,0.136543811,0.804742,0.803383,0.999763,0.783805466,1.497641896,0.640196837
Kepler-20,1,Kepler-20 f,19.578328,4.80E-05,0.922923122,0.073882355,1.4,,Kepler-20 c,10.8540774,2.10E-06,2.805608551,0.112134697,11.1,2.1,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,0.917206444,0.049526013,4.907,5.296,0.891698107,0.032607168,5413.356974,105.6981642,0.106854981,0.136543811,0.81383,0.810716,1,2.655673656,3.112092207,0.985314891
Kepler-200,1,Kepler-200 c,10.222157,5.30E-05,1.62595491,0.40804456,,,Kepler-200 b,8.594805,3.60E-05,2.178166097,0.562814594,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,1.015877181,0.04118995,1.626,1.9905,0.961038311,0.026158412,5946.606274,105.4103712,-0.114207301,0.129254357,0,0,0,20,20,8.787691476
Kepler-202,1,Kepler-202 b,4.069427,7.00E-06,1.691159002,0.140286943,,,Kepler-202 c,16.282493,3.80E-05,1.919413613,0.149162983,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.697130879,0.039644195,9.185,9.1565,0.694981286,0.023180907,4741.096484,135.4089291,-0.181191717,0.130859659,0,0,0,2.57406676,5.588174896,4.712687251
Kepler-203,1,Kepler-203 d,11.32972,8.00E-05,1.339968365,0.36550622,,,Kepler-203 c,5.370647,8.00E-06,2.298417965,0.620163395,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,1.074941018,0.039569627,1.496,1.779,1.032657969,0.029271906,6101.568385,114.1307703,-0.112498881,0.131503231,0,0,0,20,12.49223534,4.465134833
Kepler-203,1,Kepler-203 d,11.32972,8.00E-05,1.339968365,0.36550622,,,Kepler-203 b,3.162697,4.00E-06,2.391471311,0.66590935,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,1.074941018,0.039569627,1.496,1.779,1.032657969,0.029271906,6101.568385,114.1307703,-0.112498881,0.131503231,0,0,0,20,15.03728006,5.660141393
Kepler-204,1,Kepler-204 c,25.660593,0.000288,1.444594137,0.439073101,,,Kepler-204 b,14.400974,5.60E-05,2.041800599,0.614125679,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,1.035429213,0.049684728,2.337,2.6375,1.000497375,0.030769127,5834.459463,109.6014473,0.04634182,0.136172153,0,0,0,20,20,8.033070489
Kepler-207,1,Kepler-207 b,1.611865,6.00E-06,1.56756224,0.429621583,,,Kepler-207 d,5.868075,9.00E-06,3.304860476,0.90403525,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,1.339347226,0.072057516,2.546,1.0785,1.58717104,0.086958957,6264.577101,210.7631202,0.141865825,0.146485316,0,0,0,3.363289828,6.991972002,3.693486857
Kepler-207,1,Kepler-207 c,3.071571,1.60E-05,1.497670876,0.41282349,,,Kepler-207 d,5.868075,9.00E-06,3.304860476,0.90403525,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,1.339347226,0.072057516,2.546,1.0785,1.58717104,0.086958957,6264.577101,210.7631202,0.141865825,0.146485316,0,0,0,4.562048346,7.795509696,3.706836789
Kepler-212,1,Kepler-212 b,16.257582,0.000378,1.040009158,0.282731353,,,Kepler-212 c,31.805174,0.000142,2.614334898,0.698726054,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,1.236843447,0.080294757,3.125,2.0335,1.392723731,0.070840631,6110.338728,187.7813312,0.144952605,0.146464816,0,0,0,1.445783749,2.268050814,1.134943273
Kepler-213,1,Kepler-213 b,2.46236,6.00E-06,1.39406551,0.37253816,,,Kepler-213 c,4.822962,8.00E-06,2.013650182,0.539481661,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,1.051109715,0.057583431,3.004,3.096,1.032406845,0.035519141,5804.022585,114.9294758,0.122530417,0.135005713,0,0,0,16.04027609,8.412590692,3.210812992
Kepler-215,1,Kepler-215 e,68.16101,0.00063,1.482579363,0.492587698,,,Kepler-215 d,30.864423,9.20E-05,2.024779811,0.666821002,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.895399785,0.049421234,3.949,4.351,0.872405892,0.030309654,5712.600286,119.1459727,-0.229386209,0.131820225,0,0,0,20,20,7.991555406
Kepler-217,1,Kepler-217 c,8.586004,5.30E-05,1.753566929,0.37084255,,,Kepler-217 b,5.374943,1.90E-05,2.113759084,0.443460222,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.339030734,0.072864308,2.412,0.8145,1.705786191,0.086289006,6508.049862,204.5105452,-0.097775096,0.148394463,0,0,0,20,20,14.87201729
Kepler-217,1,Kepler-217 d,3.88689525,2.24E-05,1.347076822,0.083033581,,,Kepler-217 b,5.374943,1.90E-05,2.113759084,0.443460222,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.339030734,0.072864308,2.412,0.8145,1.705786191,0.086289006,6508.049862,204.5105452,-0.097775096,0.148394463,0,0,0,3.528083512,4.927207724,2.948522511
Kepler-218,1,Kepler-218 b,3.619337,1.10E-05,1.423568499,0.16611066,,,Kepler-218 c,44.699576,0.000167,3.020273732,0.356056546,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,1.03243399,0.05256317,3.541,3.6425,1.019351551,0.037391387,5690.309126,117.6797445,0.204696714,0.128218226,0,0,0,1.306847279,3.675543801,1
Kepler-220,1,Kepler-220 b,4.159807,1.00E-05,0.842236004,0.06841819,,,Kepler-220 c,9.034199,9.00E-06,1.632482156,0.127236294,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.694658234,0.03899515,11.614,9.4315,0.696506323,0.01949805,4524.947871,92.29809506,0.002894021,0.138524245,0,0,0,0.422078722,0.846243499,0.638044917
Kepler-220,1,Kepler-220 d,28.122397,0.000162,1.019001636,0.082388083,,,Kepler-220 c,9.034199,9.00E-06,1.632482156,0.127236294,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.694658234,0.03899515,11.614,9.4315,0.696506323,0.01949805,4524.947871,92.29809506,0.002894021,0.138524245,0,0,0,20,2.799441696,1.60976132
Kepler-220,1,Kepler-220 e,45.902733,0.000192,1.382930748,0.144575602,,,Kepler-220 c,9.034199,9.00E-06,1.632482156,0.127236294,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.694658234,0.03899515,11.614,9.4315,0.696506323,0.01949805,4524.947871,92.29809506,0.002894021,0.138524245,0,0,0,20,20,20
Kepler-221,1,Kepler-221 b,2.795906,4.00E-06,1.614022366,0.218922658,,,Kepler-221 e,18.369917,2.90E-05,2.482385298,0.328858492,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.797721918,0.039885078,7.056,7.328,0.773800042,0.027104437,5048.801694,88.65053612,-0.012931246,0.138177028,0,0,0,2.072605777,6.009759211,3.256830092
Kepler-221,1,Kepler-221 b,2.795906,4.00E-06,1.614022366,0.218922658,,,Kepler-221 d,10.04156,1.10E-05,2.576772513,0.33498309,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.797721918,0.039885078,7.056,7.328,0.773800042,0.027104437,5048.801694,88.65053612,-0.012931246,0.138177028,0,0,0,3.16620319,7.535564252,4.104527636
Kepler-221,1,Kepler-221 b,2.795906,4.00E-06,1.614022366,0.218922658,,,Kepler-221 c,5.690586,4.00E-06,2.765547111,0.360646026,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.797721918,0.039885078,7.056,7.328,0.773800042,0.027104437,5048.801694,88.65053612,-0.012931246,0.138177028,0,0,0,4.68879907,9.38842583,4.955907928
Kepler-224,1,Kepler-224 b,3.132924,1.40E-05,1.496116999,0.140984123,,,Kepler-224 e,18.643577,8.70E-05,2.120395982,0.21712295,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.759511195,0.040941549,6.161,6.991,0.731747297,0.025636122,4999.169762,93.44838508,-0.12982311,0.136529327,0,0,0,1.419676014,3.962712093,2.620891183
Kepler-224,1,Kepler-224 b,3.132924,1.40E-05,1.496116999,0.140984123,,,Kepler-224 d,11.349393,3.40E-05,2.475589218,0.226792878,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.759511195,0.040941549,6.161,6.991,0.731747297,0.025636122,4999.169762,93.44838508,-0.12982311,0.136529327,0,0,0,2.345862496,5.751924079,3.130147099
Kepler-224,1,Kepler-224 b,3.132924,1.40E-05,1.496116999,0.140984123,,,Kepler-224 c,5.925003,1.00E-05,3.35819067,0.362187349,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.759511195,0.040941549,6.161,6.991,0.731747297,0.025636122,4999.169762,93.44838508,-0.12982311,0.136529327,0,0,0,4.90712928,10.14582969,3.748553553
Kepler-235,1,Kepler-235 c,7.824904,5.50E-05,1.451089218,0.110557491,,,Kepler-235 d,20.060548,9.90E-05,2.324010073,0.152006925,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.598387977,0.015682513,10.884,9.578,0.62337344,0.014964167,4051.320424,25.1702953,-0.152902487,0.127821466,0,0,0,2.625829085,5.640475593,3.053374062
Kepler-235,1,Kepler-235 c,7.824904,5.50E-05,1.451089218,0.110557491,,,Kepler-235 e,46.183669,0.000425,2.516732883,0.346569029,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.598387977,0.015682513,10.884,9.578,0.62337344,0.014964167,4051.320424,25.1702953,-0.152902487,0.127821466,0,0,0,1.74504606,4.971675467,2.193154517
Kepler-235,1,Kepler-235 c,7.824904,5.50E-05,1.451089218,0.110557491,,,Kepler-235 b,3.340222,5.00E-06,2.528069499,0.158069242,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.598387977,0.015682513,10.884,9.578,0.62337344,0.014964167,4051.320424,25.1702953,-0.152902487,0.127821466,0,0,0,9.973288322,10.72044745,5.646442835
Kepler-24,1,Kepler-24 d,4.244384,5.30E-05,1.434093729,0.468252022,,,Kepler-24 b,8.1453,4.00E-05,3.161778,0.41297,508.5,,1,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,1.096141084,0.060301649,2.468,2.5455,1.10752171,0.043406607,5997.922768,138.1875398,0.064795884,0.140032496,0,0,0,4.733131404,8.241334321,3.329266284
Kepler-24,1,Kepler-24 d,4.244384,5.30E-05,1.434093729,0.468252022,,,Kepler-24 e,18.998355,0.000157,2.387293763,0.773841191,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,1.096141084,0.060301649,2.468,2.5455,1.10752171,0.043406607,5997.922768,138.1875398,0.064795884,0.140032496,0,0,0,2.805319555,5.613878811,2.618846204
Kepler-245,1,Kepler-245 e,3.21982106,4.74E-06,1.720188671,0.079794452,,,Kepler-245 c,17.460812,7.60E-05,2.136406787,0.227185029,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.818276493,0.040742456,6.07,6.663,0.783824625,0.028485948,5096.11545,93.11770502,0.008238633,0.139563074,0,0,0,2.54486379,6.016467003,4.533112355
Kepler-245,1,Kepler-245 e,3.21982106,4.74E-06,1.720188671,0.079794452,,,Kepler-245 b,7.49019,1.90E-05,2.518608001,0.253523337,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.818276493,0.040742456,6.07,6.663,0.783824625,0.028485948,5096.11545,93.11770502,0.008238633,0.139563074,0,0,0,5.218622446,9.496535629,6.004889886
Kepler-245,1,Kepler-245 e,3.21982106,4.74E-06,1.720188671,0.079794452,,,Kepler-245 d,36.277108,0.000173,2.969409433,0.297392869,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.818276493,0.040742456,6.07,6.663,0.783824625,0.028485948,5096.11545,93.11770502,0.008238633,0.139563074,0,0,0,2.738316113,7.541598787,1
Kepler-249,1,Kepler-249 b,3.306539,1.00E-05,1.203016076,0.085932896,,,Kepler-249 c,7.113702,1.80E-05,1.666563548,0.134885573,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.509708681,0.015900647,12.938,9.9765,0.529648351,0.018816363,3678.744999,16.98997467,0.021206851,0.161551994,0,0,0,1.236411792,2.264349998,1.684341616
Kepler-249,1,Kepler-249 b,3.306539,1.00E-05,1.203016076,0.085932896,,,Kepler-249 d,15.368459,7.00E-05,1.732784615,0.181321323,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.509708681,0.015900647,12.938,9.9765,0.529648351,0.018816363,3678.744999,16.98997467,0.021206851,0.161551994,0,0,0,0.753224124,1.901899158,1.374807165
Kepler-251,1,Kepler-251 b,4.790936,3.70E-05,1.274416624,0.31758367,,,Kepler-251 c,16.514043,5.40E-05,2.654236148,0.654631708,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,0.895889487,0.04204445,3.205,3.8715,0.852611644,0.028688214,5508.437279,104.8502869,-0.061496649,0.13430115,0,0,0,2.402801241,4.735245643,1.760673172
